"Series";"Time";"Value"
"Potència activa";"2019-12-02T01:00:00+01:00";2401000
"Potència activa";"2019-12-02T13:00:00+01:00";901000
"Potència activa";"2019-12-03T01:00:00+01:00";2329000
"Potència activa";"2019-12-03T13:00:00+01:00";833000
"Potència activa";"2019-12-04T01:00:00+01:00";2524000
"Potència activa";"2019-12-04T13:00:00+01:00";867000
"Potència activa";"2019-12-05T01:00:00+01:00";2374000
"Potència activa";"2019-12-05T13:00:00+01:00";857000
"Potència activa";"2019-12-06T01:00:00+01:00";1183000
"Potència activa";"2019-12-06T13:00:00+01:00";831000
"Potència activa";"2019-12-07T01:00:00+01:00";1004000
"Potència activa";"2019-12-07T13:00:00+01:00";858000
"Potència activa";"2019-12-08T01:00:00+01:00";865000
"Potència activa";"2019-12-08T13:00:00+01:00";752000
"Potència activa";"2019-12-09T01:00:00+01:00";2439000
"Potència activa";"2019-12-09T13:00:00+01:00";843000
"Potència activa";"2019-12-10T01:00:00+01:00";2263000
"Potència activa";"2019-12-10T13:00:00+01:00";867000
"Potència activa";"2019-12-11T01:00:00+01:00";2316000
"Potència activa";"2019-12-11T13:00:00+01:00";859000
"Potència activa";"2019-12-12T01:00:00+01:00";2364000
"Potència activa";"2019-12-12T13:00:00+01:00";790000
"Potència activa";"2019-12-13T01:00:00+01:00";2091000
"Potència activa";"2019-12-13T13:00:00+01:00";793000
"Potència activa";"2019-12-14T01:00:00+01:00";921000
"Potència activa";"2019-12-14T13:00:00+01:00";800000
"Potència activa";"2019-12-15T01:00:00+01:00";987000
"Potència activa";"2019-12-15T13:00:00+01:00";722000
"Potència activa";"2019-12-16T01:00:00+01:00";2165000
"Potència activa";"2019-12-16T13:00:00+01:00";767000
"Potència activa";"2019-12-17T01:00:00+01:00";2276000
"Potència activa";"2019-12-17T13:00:00+01:00";851000
"Potència activa";"2019-12-18T01:00:00+01:00";2114000
"Potència activa";"2019-12-18T13:00:00+01:00";793000
"Potència activa";"2019-12-19T01:00:00+01:00";2023000
"Potència activa";"2019-12-19T13:00:00+01:00";805000
"Potència activa";"2019-12-20T01:00:00+01:00";1926000
"Potència activa";"2019-12-20T13:00:00+01:00";711000
"Potència activa";"2019-12-21T01:00:00+01:00";942000
"Potència activa";"2019-12-21T13:00:00+01:00";717000
"Potència activa";"2019-12-22T01:00:00+01:00";852000
"Potència activa";"2019-12-22T13:00:00+01:00";736000
"Potència activa";"2019-12-23T01:00:00+01:00";1194000
"Potència activa";"2019-12-23T13:00:00+01:00";761000
"Potència activa";"2019-12-24T01:00:00+01:00";1037000
"Potència activa";"2019-12-24T13:00:00+01:00";711000
"Potència activa";"2019-12-25T01:00:00+01:00";948000
"Potència activa";"2019-12-25T13:00:00+01:00";694000
"Potència activa";"2019-12-26T01:00:00+01:00";999000
"Potència activa";"2019-12-26T13:00:00+01:00";654000
"Potència activa";"2019-12-27T01:00:00+01:00";1211000
"Potència activa";"2019-12-27T13:00:00+01:00";738000
"Potència activa";"2019-12-28T01:00:00+01:00";855000
"Potència activa";"2019-12-28T13:00:00+01:00";683000
"Potència activa";"2019-12-29T01:00:00+01:00";827000
"Potència activa";"2019-12-29T13:00:00+01:00";781000
"Potència activa";"2019-12-30T01:00:00+01:00";1336000
"Potència activa";"2019-12-30T13:00:00+01:00";683000
"Potència activa";"2019-12-31T01:00:00+01:00";1138000
"Potència activa";"2019-12-31T13:00:00+01:00";686000
"Potència activa";"2020-01-01T01:00:00+01:00";1012000
"Potència activa";"2020-01-01T13:00:00+01:00";675000
"Potència activa";"2020-01-02T01:00:00+01:00";1389000
"Potència activa";"2020-01-02T13:00:00+01:00";740000
"Potència activa";"2020-01-03T01:00:00+01:00";1312000
"Potència activa";"2020-01-03T13:00:00+01:00";742000
"Potència activa";"2020-01-04T01:00:00+01:00";897000
"Potència activa";"2020-01-04T13:00:00+01:00";700000
"Potència activa";"2020-01-05T01:00:00+01:00";908000
"Potència activa";"2020-01-05T13:00:00+01:00";785000
"Potència activa";"2020-01-06T01:00:00+01:00";1129000
"Potència activa";"2020-01-06T13:00:00+01:00";687000
"Potència activa";"2020-01-07T01:00:00+01:00";2288000
"Potència activa";"2020-01-07T13:00:00+01:00";757000
"Potència activa";"2020-01-08T01:00:00+01:00";2399000
"Potència activa";"2020-01-08T13:00:00+01:00";792000
"Potència activa";"2020-01-09T01:00:00+01:00";2327000
"Potència activa";"2020-01-09T13:00:00+01:00";796000
"Potència activa";"2020-01-10T01:00:00+01:00";2420000
"Potència activa";"2020-01-10T13:00:00+01:00";775000
"Potència activa";"2020-01-11T01:00:00+01:00";1193000
"Potència activa";"2020-01-11T13:00:00+01:00";868000
"Potència activa";"2020-01-12T01:00:00+01:00";1043000
"Potència activa";"2020-01-12T13:00:00+01:00";758000
"Potència activa";"2020-01-13T01:00:00+01:00";2556000
"Potència activa";"2020-01-13T13:00:00+01:00";814000
"Potència activa";"2020-01-14T01:00:00+01:00";2283000
"Potència activa";"2020-01-14T13:00:00+01:00";800000
"Potència activa";"2020-01-15T01:00:00+01:00";2474000
"Potència activa";"2020-01-15T13:00:00+01:00";767000
"Potència activa";"2020-01-16T01:00:00+01:00";2566000
"Potència activa";"2020-01-16T13:00:00+01:00";817000
"Potència activa";"2020-01-17T01:00:00+01:00";2036000
"Potència activa";"2020-01-17T13:00:00+01:00";802000
"Potència activa";"2020-01-18T01:00:00+01:00";990000
"Potència activa";"2020-01-18T13:00:00+01:00";735000
"Potència activa";"2020-01-19T01:00:00+01:00";1205000
"Potència activa";"2020-01-19T13:00:00+01:00";759000
"Potència activa";"2020-01-20T01:00:00+01:00";1332000
"Potència activa";"2020-01-20T13:00:00+01:00";783000
"Potència activa";"2020-01-21T01:00:00+01:00";2690000
"Potència activa";"2020-01-21T13:00:00+01:00";793000
"Potència activa";"2020-01-22T01:00:00+01:00";2519000
"Potència activa";"2020-01-22T13:00:00+01:00";809000
"Potència activa";"2020-01-23T01:00:00+01:00";2285000
"Potència activa";"2020-01-23T13:00:00+01:00";833000
"Potència activa";"2020-01-24T01:00:00+01:00";2194000
"Potència activa";"2020-01-24T13:00:00+01:00";788000
"Potència activa";"2020-01-25T01:00:00+01:00";1005000
"Potència activa";"2020-01-25T13:00:00+01:00";746000
"Potència activa";"2020-01-26T01:00:00+01:00";928000
"Potència activa";"2020-01-26T13:00:00+01:00";725000
"Potència activa";"2020-01-27T01:00:00+01:00";2287000
"Potència activa";"2020-01-27T13:00:00+01:00";765000
"Potència activa";"2020-01-28T01:00:00+01:00";2071000
"Potència activa";"2020-01-28T13:00:00+01:00";865000
"Potència activa";"2020-01-29T01:00:00+01:00";2057000
"Potència activa";"2020-01-29T13:00:00+01:00";796000
"Potència activa";"2020-01-30T01:00:00+01:00";2151000
"Potència activa";"2020-01-30T13:00:00+01:00";862000
"Potència activa";"2020-01-31T01:00:00+01:00";1876000
"Potència activa";"2020-01-31T13:00:00+01:00";787000
"Potència activa";"2020-02-01T01:00:00+01:00";1039000
"Potència activa";"2020-02-01T13:00:00+01:00";796000
"Potència activa";"2020-02-02T01:00:00+01:00";974000
"Potència activa";"2020-02-02T13:00:00+01:00";756000
"Potència activa";"2020-02-03T01:00:00+01:00";1894000
"Potència activa";"2020-02-03T13:00:00+01:00";815000
"Potència activa";"2020-02-04T01:00:00+01:00";1896000
"Potència activa";"2020-02-04T13:00:00+01:00";781000
"Potència activa";"2020-02-05T01:00:00+01:00";1860000
"Potència activa";"2020-02-05T13:00:00+01:00";803000
"Potència activa";"2020-02-06T01:00:00+01:00";1974000
"Potència activa";"2020-02-06T13:00:00+01:00";808000
"Potència activa";"2020-02-07T01:00:00+01:00";2072000
"Potència activa";"2020-02-07T13:00:00+01:00";784000
"Potència activa";"2020-02-08T01:00:00+01:00";1079000
"Potència activa";"2020-02-08T13:00:00+01:00";780000
"Potència activa";"2020-02-09T01:00:00+01:00";1045000
"Potència activa";"2020-02-09T13:00:00+01:00";754000
"Potència activa";"2020-02-10T01:00:00+01:00";2228000
"Potència activa";"2020-02-10T13:00:00+01:00";762000
"Potència activa";"2020-02-11T01:00:00+01:00";2144000
"Potència activa";"2020-02-11T13:00:00+01:00";791000
"Potència activa";"2020-02-12T01:00:00+01:00";2206000
"Potència activa";"2020-02-12T13:00:00+01:00";794000
"Potència activa";"2020-02-13T01:00:00+01:00";1970000
"Potència activa";"2020-02-13T13:00:00+01:00";765000
"Potència activa";"2020-02-14T01:00:00+01:00";1874000
"Potència activa";"2020-02-14T13:00:00+01:00";777000
"Potència activa";"2020-02-15T01:00:00+01:00";1108000
"Potència activa";"2020-02-15T13:00:00+01:00";781000
"Potència activa";"2020-02-16T01:00:00+01:00";1016000
"Potència activa";"2020-02-16T13:00:00+01:00";776000
"Potència activa";"2020-02-17T01:00:00+01:00";2184000
"Potència activa";"2020-02-17T13:00:00+01:00";838000
"Potència activa";"2020-02-18T01:00:00+01:00";2322000
"Potència activa";"2020-02-18T13:00:00+01:00";784000
"Potència activa";"2020-02-19T01:00:00+01:00";2159000
"Potència activa";"2020-02-19T13:00:00+01:00";768000
"Potència activa";"2020-02-20T01:00:00+01:00";2111000
"Potència activa";"2020-02-20T13:00:00+01:00";808000
"Potència activa";"2020-02-21T01:00:00+01:00";1996000
"Potència activa";"2020-02-21T13:00:00+01:00";867000
"Potència activa";"2020-02-22T01:00:00+01:00";1001000
"Potència activa";"2020-02-22T13:00:00+01:00";822000
"Potència activa";"2020-02-23T01:00:00+01:00";901000
"Potència activa";"2020-02-23T13:00:00+01:00";790000
"Potència activa";"2020-02-24T01:00:00+01:00";2090000
"Potència activa";"2020-02-24T13:00:00+01:00";855000
"Potència activa";"2020-02-25T01:00:00+01:00";2197000
"Potència activa";"2020-02-25T13:00:00+01:00";830000
"Potència activa";"2020-02-26T01:00:00+01:00";2211000
"Potència activa";"2020-02-26T13:00:00+01:00";783000
"Potència activa";"2020-02-27T01:00:00+01:00";2090000
"Potència activa";"2020-02-27T13:00:00+01:00";837000
"Potència activa";"2020-02-28T01:00:00+01:00";1827000
"Potència activa";"2020-02-28T13:00:00+01:00";825000
"Potència activa";"2020-02-29T01:00:00+01:00";996000
"Potència activa";"2020-02-29T13:00:00+01:00";820000
"Potència activa";"2020-03-01T01:00:00+01:00";1012000
"Potència activa";"2020-03-01T13:00:00+01:00";806000
"Potència activa";"2020-03-02T01:00:00+01:00";2048000
"Potència activa";"2020-03-02T13:00:00+01:00";848000
"Potència activa";"2020-03-03T01:00:00+01:00";2077000
"Potència activa";"2020-03-03T13:00:00+01:00";797000
"Potència activa";"2020-03-04T01:00:00+01:00";2126000
"Potència activa";"2020-03-04T13:00:00+01:00";817000
"Potència activa";"2020-03-05T01:00:00+01:00";2042000
"Potència activa";"2020-03-05T13:00:00+01:00";756000
"Potència activa";"2020-03-06T01:00:00+01:00";1860000
"Potència activa";"2020-03-06T13:00:00+01:00";811000
"Potència activa";"2020-03-07T01:00:00+01:00";938000
"Potència activa";"2020-03-07T13:00:00+01:00";735000
"Potència activa";"2020-03-08T01:00:00+01:00";939000
"Potència activa";"2020-03-08T13:00:00+01:00";795000
"Potència activa";"2020-03-09T01:00:00+01:00";2051000
"Potència activa";"2020-03-09T13:00:00+01:00";729000
"Potència activa";"2020-03-10T01:00:00+01:00";1921000
"Potència activa";"2020-03-10T13:00:00+01:00";815000
"Potència activa";"2020-03-11T01:00:00+01:00";2005000
"Potència activa";"2020-03-11T13:00:00+01:00";750000
"Potència activa";"2020-03-12T01:00:00+01:00";1950000
"Potència activa";"2020-03-12T13:00:00+01:00";756000
"Potència activa";"2020-03-13T01:00:00+01:00";1739000
"Potència activa";"2020-03-13T13:00:00+01:00";739000
"Potència activa";"2020-03-14T01:00:00+01:00";877000
"Potència activa";"2020-03-14T13:00:00+01:00";710000
"Potència activa";"2020-03-15T01:00:00+01:00";844000
"Potència activa";"2020-03-15T13:00:00+01:00";699000
"Potència activa";"2020-03-16T01:00:00+01:00";1244000
"Potència activa";"2020-03-16T13:00:00+01:00";725000
"Potència activa";"2020-03-17T01:00:00+01:00";1140000
"Potència activa";"2020-03-17T13:00:00+01:00";685000
"Potència activa";"2020-03-18T01:00:00+01:00";990000
"Potència activa";"2020-03-18T13:00:00+01:00";719000
"Potència activa";"2020-03-19T01:00:00+01:00";1029000
"Potència activa";"2020-03-19T13:00:00+01:00";683000
"Potència activa";"2020-03-20T01:00:00+01:00";966000
"Potència activa";"2020-03-20T13:00:00+01:00";656000
"Potència activa";"2020-03-21T01:00:00+01:00";795000
"Potència activa";"2020-03-21T13:00:00+01:00";703000
"Potència activa";"2020-03-22T01:00:00+01:00";845000
"Potència activa";"2020-03-22T13:00:00+01:00";677000
"Potència activa";"2020-03-23T01:00:00+01:00";996000
"Potència activa";"2020-03-23T13:00:00+01:00";725000
"Potència activa";"2020-03-24T01:00:00+01:00";1008000
"Potència activa";"2020-03-24T13:00:00+01:00";665000
"Potència activa";"2020-03-25T01:00:00+01:00";974000
"Potència activa";"2020-03-25T13:00:00+01:00";679000
"Potència activa";"2020-03-26T01:00:00+01:00";1057000
"Potència activa";"2020-03-26T13:00:00+01:00";665000
"Potència activa";"2020-03-27T01:00:00+01:00";993000
"Potència activa";"2020-03-27T13:00:00+01:00";642000
"Potència activa";"2020-03-28T01:00:00+01:00";813000
"Potència activa";"2020-03-28T13:00:00+01:00";642000
"Potència activa";"2020-03-29T01:00:00+01:00";780000
"Potència activa";"2020-03-29T14:00:00+02:00";653000
"Potència activa";"2020-03-30T02:00:00+02:00";923000
"Potència activa";"2020-03-30T14:00:00+02:00";670000
"Potència activa";"2020-03-31T02:00:00+02:00";889000
"Potència activa";"2020-03-31T14:00:00+02:00";689000
"Potència activa";"2020-04-01T02:00:00+02:00";836000
"Potència activa";"2020-04-01T14:00:00+02:00";610000
"Potència activa";"2020-04-02T02:00:00+02:00";902000
"Potència activa";"2020-04-02T14:00:00+02:00";601000
"Potència activa";"2020-04-03T02:00:00+02:00";908000
"Potència activa";"2020-04-03T14:00:00+02:00";637000
"Potència activa";"2020-04-04T02:00:00+02:00";740000
"Potència activa";"2020-04-04T14:00:00+02:00";616000
"Potència activa";"2020-04-05T02:00:00+02:00";717000
"Potència activa";"2020-04-05T14:00:00+02:00";617000
"Potència activa";"2020-04-06T02:00:00+02:00";850000
"Potència activa";"2020-04-06T14:00:00+02:00";666000
"Potència activa";"2020-04-07T02:00:00+02:00";844000
"Potència activa";"2020-04-07T14:00:00+02:00";617000
"Potència activa";"2020-04-08T02:00:00+02:00";869000
"Potència activa";"2020-04-08T14:00:00+02:00";581000
"Potència activa";"2020-04-09T02:00:00+02:00";767000
"Potència activa";"2020-04-09T14:00:00+02:00";623000
"Potència activa";"2020-04-10T02:00:00+02:00";799000
"Potència activa";"2020-04-10T14:00:00+02:00";601000
"Potència activa";"2020-04-11T02:00:00+02:00";734000
"Potència activa";"2020-04-11T14:00:00+02:00";616000
"Potència activa";"2020-04-12T02:00:00+02:00";726000
"Potència activa";"2020-04-12T14:00:00+02:00";623000
"Potència activa";"2020-04-13T02:00:00+02:00";813000
"Potència activa";"2020-04-13T14:00:00+02:00";599000
"Potència activa";"2020-04-14T02:00:00+02:00";883000
"Potència activa";"2020-04-14T14:00:00+02:00";656000
"Potència activa";"2020-04-15T02:00:00+02:00";954000
"Potència activa";"2020-04-15T14:00:00+02:00";654000
"Potència activa";"2020-04-16T02:00:00+02:00";839000
"Potència activa";"2020-04-16T14:00:00+02:00";672000
"Potència activa";"2020-04-17T02:00:00+02:00";792000
"Potència activa";"2020-04-17T14:00:00+02:00";685000
"Potència activa";"2020-04-18T02:00:00+02:00";697000
"Potència activa";"2020-04-18T14:00:00+02:00";629000
"Potència activa";"2020-04-19T02:00:00+02:00";694000
"Potència activa";"2020-04-19T14:00:00+02:00";668000
"Potència activa";"2020-04-20T02:00:00+02:00";837000
"Potència activa";"2020-04-20T14:00:00+02:00";605000
"Potència activa";"2020-04-21T02:00:00+02:00";811000
"Potència activa";"2020-04-21T14:00:00+02:00";606000
"Potència activa";"2020-04-22T02:00:00+02:00";857000
"Potència activa";"2020-04-22T14:00:00+02:00";627000
"Potència activa";"2020-04-23T02:00:00+02:00";818000
"Potència activa";"2020-04-23T14:00:00+02:00";654000
"Potència activa";"2020-04-24T02:00:00+02:00";823000
"Potència activa";"2020-04-24T14:00:00+02:00";610000
"Potència activa";"2020-04-25T02:00:00+02:00";670000
"Potència activa";"2020-04-25T14:00:00+02:00";672000
"Potència activa";"2020-04-26T02:00:00+02:00";669000
"Potència activa";"2020-04-26T14:00:00+02:00";622000
"Potència activa";"2020-04-27T02:00:00+02:00";789000
"Potència activa";"2020-04-27T14:00:00+02:00";625000
"Potència activa";"2020-04-28T02:00:00+02:00";840000
"Potència activa";"2020-04-28T14:00:00+02:00";647000
"Potència activa";"2020-04-29T02:00:00+02:00";771000
"Potència activa";"2020-04-29T14:00:00+02:00";634000
"Potència activa";"2020-04-30T02:00:00+02:00";803000
"Potència activa";"2020-04-30T14:00:00+02:00";649000
"Potència activa";"2020-05-01T02:00:00+02:00";749000
"Potència activa";"2020-05-01T14:00:00+02:00";602000
"Potència activa";"2020-05-02T02:00:00+02:00";676000
"Potència activa";"2020-05-02T14:00:00+02:00";668000
"Potència activa";"2020-05-03T02:00:00+02:00";686000
"Potència activa";"2020-05-03T14:00:00+02:00";632000
"Potència activa";"2020-05-04T02:00:00+02:00";733000
"Potència activa";"2020-05-04T14:00:00+02:00";605000
"Potència activa";"2020-05-05T02:00:00+02:00";794000
"Potència activa";"2020-05-05T14:00:00+02:00";581000
"Potència activa";"2020-05-06T02:00:00+02:00";778000
"Potència activa";"2020-05-06T14:00:00+02:00";607000
"Potència activa";"2020-05-07T02:00:00+02:00";1033000
"Potència activa";"2020-05-07T14:00:00+02:00";633000
"Potència activa";"2020-05-08T02:00:00+02:00";984000
"Potència activa";"2020-05-08T14:00:00+02:00";688000
"Potència activa";"2020-05-09T02:00:00+02:00";754000
"Potència activa";"2020-05-09T14:00:00+02:00";627000
"Potència activa";"2020-05-10T02:00:00+02:00";770000
"Potència activa";"2020-05-10T14:00:00+02:00";597000
"Potència activa";"2020-05-11T02:00:00+02:00";1004000
"Potència activa";"2020-05-11T14:00:00+02:00";692000
"Potència activa";"2020-05-12T02:00:00+02:00";1084000
"Potència activa";"2020-05-12T14:00:00+02:00";706000
"Potència activa";"2020-05-13T02:00:00+02:00";1014000
"Potència activa";"2020-05-13T14:00:00+02:00";652000
"Potència activa";"2020-05-14T02:00:00+02:00";1003000
"Potència activa";"2020-05-14T14:00:00+02:00";662000
"Potència activa";"2020-05-15T02:00:00+02:00";1060000
"Potència activa";"2020-05-15T14:00:00+02:00";647000
"Potència activa";"2020-05-16T02:00:00+02:00";761000
"Potència activa";"2020-05-16T14:00:00+02:00";645000
"Potència activa";"2020-05-17T02:00:00+02:00";693000
"Potència activa";"2020-05-17T14:00:00+02:00";648000
"Potència activa";"2020-05-18T02:00:00+02:00";990000
"Potència activa";"2020-05-18T14:00:00+02:00";648000
"Potència activa";"2020-05-19T02:00:00+02:00";964000
"Potència activa";"2020-05-19T14:00:00+02:00";683000
"Potència activa";"2020-05-20T02:00:00+02:00";1212000
"Potència activa";"2020-05-20T14:00:00+02:00";658000
"Potència activa";"2020-05-21T02:00:00+02:00";1201000
"Potència activa";"2020-05-21T14:00:00+02:00";665000
"Potència activa";"2020-05-22T02:00:00+02:00";1148000
"Potència activa";"2020-05-22T14:00:00+02:00";689000
"Potència activa";"2020-05-23T02:00:00+02:00";733000
"Potència activa";"2020-05-23T14:00:00+02:00";639000
"Potència activa";"2020-05-24T02:00:00+02:00";741000
"Potència activa";"2020-05-24T14:00:00+02:00";662000
"Potència activa";"2020-05-25T02:00:00+02:00";1116000
"Potència activa";"2020-05-25T14:00:00+02:00";701000
"Potència activa";"2020-05-26T02:00:00+02:00";1324000
"Potència activa";"2020-05-26T14:00:00+02:00";723000
"Potència activa";"2020-05-27T02:00:00+02:00";1224000
"Potència activa";"2020-05-27T14:00:00+02:00";741000
"Potència activa";"2020-05-28T02:00:00+02:00";1234000
"Potència activa";"2020-05-28T14:00:00+02:00";686000
"Potència activa";"2020-05-29T02:00:00+02:00";1259000
"Potència activa";"2020-05-29T14:00:00+02:00";625000
"Potència activa";"2020-05-30T02:00:00+02:00";787000
"Potència activa";"2020-05-30T14:00:00+02:00";668000
"Potència activa";"2020-05-31T02:00:00+02:00";773000
"Potència activa";"2020-05-31T14:00:00+02:00";667000
"Potència activa";"2020-06-01T02:00:00+02:00";1311000
"Potència activa";"2020-06-01T14:00:00+02:00";707000
"Potència activa";"2020-06-02T02:00:00+02:00";1196000
"Potència activa";"2020-06-02T14:00:00+02:00";643000
"Potència activa";"2020-06-03T02:00:00+02:00";1351000
"Potència activa";"2020-06-03T14:00:00+02:00";678000
"Potència activa";"2020-06-04T02:00:00+02:00";1420000
"Potència activa";"2020-06-04T14:00:00+02:00";723000
"Potència activa";"2020-06-05T02:00:00+02:00";1181000
"Potència activa";"2020-06-05T14:00:00+02:00";670000
"Potència activa";"2020-06-06T02:00:00+02:00";840000
"Potència activa";"2020-06-06T14:00:00+02:00";761000
"Potència activa";"2020-06-07T02:00:00+02:00";748000
"Potència activa";"2020-06-08T02:00:00+02:00";1158000
"Potència activa";"2020-06-08T14:00:00+02:00";655000
"Potència activa";"2020-06-09T02:00:00+02:00";1255000
"Potència activa";"2020-06-09T14:00:00+02:00";699000
"Potència activa";"2020-06-10T02:00:00+02:00";1180000
"Potència activa";"2020-06-10T14:00:00+02:00";684000
"Potència activa";"2020-06-11T02:00:00+02:00";1187000
"Potència activa";"2020-06-11T14:00:00+02:00";685000
"Potència activa";"2020-06-12T02:00:00+02:00";1321000
"Potència activa";"2020-06-12T14:00:00+02:00";727000
"Potència activa";"2020-06-13T02:00:00+02:00";841000
"Potència activa";"2020-06-13T14:00:00+02:00";647000
"Potència activa";"2020-06-14T02:00:00+02:00";715000
"Potència activa";"2020-06-14T14:00:00+02:00";667000
"Potència activa";"2020-06-15T02:00:00+02:00";1331000
"Potència activa";"2020-06-15T14:00:00+02:00";752000
"Potència activa";"2020-06-16T02:00:00+02:00";1335000
"Potència activa";"2020-06-16T14:00:00+02:00";722000
"Potència activa";"2020-06-17T02:00:00+02:00";1356000
"Potència activa";"2020-06-17T14:00:00+02:00";729000
"Potència activa";"2020-06-18T02:00:00+02:00";1582000
"Potència activa";"2020-06-18T14:00:00+02:00";753000
"Potència activa";"2020-06-19T02:00:00+02:00";1493000
"Potència activa";"2020-06-19T14:00:00+02:00";659000
"Potència activa";"2020-06-20T02:00:00+02:00";1050000
"Potència activa";"2020-06-20T14:00:00+02:00";725000
"Potència activa";"2020-06-21T02:00:00+02:00";841000
"Potència activa";"2020-06-21T14:00:00+02:00";717000
"Potència activa";"2020-06-22T02:00:00+02:00";1697000
"Potència activa";"2020-06-22T14:00:00+02:00";754000
"Potència activa";"2020-06-23T02:00:00+02:00";1698000
"Potència activa";"2020-06-23T14:00:00+02:00";799000
"Potència activa";"2020-06-24T02:00:00+02:00";1253000
"Potència activa";"2020-06-24T14:00:00+02:00";738000
"Potència activa";"2020-06-25T02:00:00+02:00";1825000
"Potència activa";"2020-06-25T14:00:00+02:00";760000
"Potència activa";"2020-06-26T02:00:00+02:00";1898000
"Potència activa";"2020-06-26T14:00:00+02:00";737000
"Potència activa";"2020-06-27T02:00:00+02:00";976000
"Potència activa";"2020-06-27T14:00:00+02:00";718000
"Potència activa";"2020-06-28T02:00:00+02:00";940000
"Potència activa";"2020-06-28T14:00:00+02:00";762000
"Potència activa";"2020-06-29T02:00:00+02:00";2001000
"Potència activa";"2020-06-29T14:00:00+02:00";834000
"Potència activa";"2020-06-30T02:00:00+02:00";2127000
"Potència activa";"2020-06-30T14:00:00+02:00";815000
"Potència activa";"2020-07-01T02:00:00+02:00";2178000
"Potència activa";"2020-07-01T14:00:00+02:00";852000
"Potència activa";"2020-07-02T02:00:00+02:00";2039000
"Potència activa";"2020-07-02T14:00:00+02:00";866000
"Potència activa";"2020-07-03T02:00:00+02:00";1872000
"Potència activa";"2020-07-03T14:00:00+02:00";782000
"Potència activa";"2020-07-04T02:00:00+02:00";1006000
"Potència activa";"2020-07-04T14:00:00+02:00";830000
"Potència activa";"2020-07-05T02:00:00+02:00";944000
"Potència activa";"2020-07-05T14:00:00+02:00";762000
"Potència activa";"2020-07-06T02:00:00+02:00";2030000
"Potència activa";"2020-07-06T14:00:00+02:00";783000
"Potència activa";"2020-07-07T02:00:00+02:00";2576000
"Potència activa";"2020-07-07T14:00:00+02:00";795000
"Potència activa";"2020-07-08T02:00:00+02:00";2340000
"Potència activa";"2020-07-08T14:00:00+02:00";821000
"Potència activa";"2020-07-09T02:00:00+02:00";2292000
"Potència activa";"2020-07-09T14:00:00+02:00";863000
"Potència activa";"2020-07-10T02:00:00+02:00";1738000
"Potència activa";"2020-07-10T14:00:00+02:00";847000
"Potència activa";"2020-07-11T02:00:00+02:00";993000
"Potència activa";"2020-07-11T14:00:00+02:00";836000
"Potència activa";"2020-07-12T02:00:00+02:00";1014000
"Potència activa";"2020-07-12T14:00:00+02:00";853000
"Potència activa";"2020-07-13T02:00:00+02:00";2130000
"Potència activa";"2020-07-13T14:00:00+02:00";913000
"Potència activa";"2020-07-14T02:00:00+02:00";2002000
"Potència activa";"2020-07-14T14:00:00+02:00";802000
"Potència activa";"2020-07-15T02:00:00+02:00";1910000
"Potència activa";"2020-07-15T14:00:00+02:00";830000
"Potència activa";"2020-07-16T02:00:00+02:00";1740000
"Potència activa";"2020-07-16T14:00:00+02:00";804000
"Potència activa";"2020-07-17T02:00:00+02:00";1900000
"Potència activa";"2020-07-17T14:00:00+02:00";782000
"Potència activa";"2020-07-18T02:00:00+02:00";980000
"Potència activa";"2020-07-18T14:00:00+02:00";798000
"Potència activa";"2020-07-19T02:00:00+02:00";983000
"Potència activa";"2020-07-19T14:00:00+02:00";823000
"Potència activa";"2020-07-20T02:00:00+02:00";2023000
"Potència activa";"2020-07-20T14:00:00+02:00";818000
"Potència activa";"2020-07-21T02:00:00+02:00";2071000
"Potència activa";"2020-07-21T14:00:00+02:00";809000
"Potència activa";"2020-07-22T02:00:00+02:00";2114000
"Potència activa";"2020-07-22T14:00:00+02:00";777000
"Potència activa";"2020-07-23T02:00:00+02:00";2006000
"Potència activa";"2020-07-23T14:00:00+02:00";801000
"Potència activa";"2020-07-24T02:00:00+02:00";2050000
"Potència activa";"2020-07-24T14:00:00+02:00";880000
"Potència activa";"2020-07-25T02:00:00+02:00";1093000
"Potència activa";"2020-07-25T14:00:00+02:00";823000
"Potència activa";"2020-07-26T02:00:00+02:00";1000000
"Potència activa";"2020-07-26T14:00:00+02:00";794000
"Potència activa";"2020-07-27T02:00:00+02:00";2257000
"Potència activa";"2020-07-27T14:00:00+02:00";824000
"Potència activa";"2020-07-28T02:00:00+02:00";2374000
"Potència activa";"2020-07-28T14:00:00+02:00";851000
"Potència activa";"2020-07-29T02:00:00+02:00";2183000
"Potència activa";"2020-07-29T14:00:00+02:00";815000
"Potència activa";"2020-07-30T02:00:00+02:00";2397000
"Potència activa";"2020-07-30T14:00:00+02:00";847000
"Potència activa";"2020-07-31T02:00:00+02:00";2287000
"Potència activa";"2020-07-31T14:00:00+02:00";875000
"Potència activa";"2020-08-01T02:00:00+02:00";1205000
"Potència activa";"2020-08-01T14:00:00+02:00";907000
"Potència activa";"2020-08-02T02:00:00+02:00";1118000
"Potència activa";"2020-08-02T14:00:00+02:00";818000
"Potència activa";"2020-08-03T02:00:00+02:00";1831000
"Potència activa";"2020-08-03T14:00:00+02:00";857000
"Potència activa";"2020-08-04T02:00:00+02:00";1745000
"Potència activa";"2020-08-04T14:00:00+02:00";770000
